   1.0000000e+00  -8.4147098e-01
   9.1336169e-01  -8.8925227e-01
   8.2253201e-01  -9.2556785e-01
   7.2857353e-01  -9.5212403e-01
   6.3237278e-01  -9.7071105e-01
   5.3463870e-01  -9.8307164e-01
   4.3591252e-01  -9.9080302e-01
   3.3658597e-01  -9.9528951e-01
   2.3692484e-01  -9.9766010e-01
   1.3709584e-01  -9.9876419e-01
   3.7195297e-02  -9.9915939e-01
  -6.2721424e-02  -9.9910625e-01
  -1.6261007e-01  -9.9856660e-01
  -2.6240763e-01  -9.9720372e-01
  -3.6200260e-01  -9.9438474e-01
  -4.6120561e-01  -9.8918732e-01
  -5.5972115e-01  -9.8041430e-01
  -6.5712138e-01  -9.6662206e-01
  -7.5282367e-01  -9.4616865e-01
  -8.4607425e-01  -9.1728858e-01
  -9.3594094e-01  -8.7819922e-01
  -1.0213181e+00  -8.2724071e-01
  -1.1009473e+00  -7.6304547e-01
  -1.1734556e+00  -6.8472516e-01
  -1.2374131e+00  -5.9205454e-01
  -1.2914069e+00  -4.8562338e-01
  -1.3341278e+00  -3.6692421e-01
  -1.3644616e+00  -2.3834734e-01
  -1.3815732e+00  -1.0306592e-01
  -1.3849754e+00   3.5186165e-02
  -1.3745700e+00   1.7241919e-01
  -1.3506561e+00   3.0473171e-01
  -1.3139046e+00   4.2864101e-01
  -1.2653022e+00   5.4135038e-01
  -1.2060736e+00   6.4091841e-01
  -1.1375918e+00   7.2631705e-01
  -1.0612886e+00   7.9738641e-01
  -9.7857332e-01   8.5471037e-01
  -8.9076663e-01   8.9944455e-01
  -7.9905300e-01   9.3312769e-01
  -7.0445145e-01   9.5750152e-01
  -6.0780327e-01   9.7435537e-01
  -5.0977372e-01   9.8540316e-01
  -4.1086430e-01   9.9219361e-01
  -3.1143252e-01   9.9604971e-01
  -2.1171652e-01   9.9803152e-01
  -1.1186248e-01   9.9891555e-01
  -1.1953574e-02   9.9918465e-01
   8.7960457e-02   9.9902399e-01
   1.8783344e-01   9.9831989e-01
   2.8759292e-01   9.9666048e-01
   3.8711045e-01   9.9333889e-01
   4.8617247e-01   9.8736152e-01
   5.8445240e-01   9.7746563e-01
   6.8148521e-01   9.6215200e-01
   7.7664628e-01   9.3973924e-01
   8.6913704e-01   9.0844615e-01
   9.5798045e-01   8.6650662e-01
   1.0420297e+00   8.1231767e-01
   1.1199929e+00   7.4461482e-01
   1.1904768e+00   6.6266063e-01
   1.2520480e+00   5.6642336e-01
   1.3033114e+00   4.5671579e-01
   1.3429986e+00   3.3526190e-01
   1.3700582e+00   2.0466503e-01
   1.3837376e+00   6.8264835e-02
   1.3836452e+00  -7.0108982e-02
   1.3697836e+00  -2.0645612e-01
   1.3425496e+00  -3.3695145e-01
   1.3027002e+00  -4.5826372e-01
   1.2512904e+00  -5.6780065e-01
   1.1895907e+00  -6.6385046e-01
   1.1189975e+00  -7.4561230e-01
   1.0409439e+00  -8.1312837e-01
   9.5682240e-01  -8.6714438e-01
   8.6792305e-01  -9.0893056e-01
   7.7539058e-01  -9.4009319e-01
   6.8019964e-01  -9.6239948e-01
   5.8314642e-01  -9.7762998e-01
   4.8485331e-01  -9.8746411e-01
   3.8578334e-01  -9.9339825e-01
   2.8626139e-01  -9.9669171e-01
   1.8649970e-01  -9.9833435e-01
   8.6625782e-02  -9.9902914e-01
  -1.3288459e-02  -9.9918397e-01
  -1.1319700e-01  -9.9890853e-01
  -2.1304985e-01  -9.9801369e-01
  -3.1276319e-01  -9.9601260e-01
  -4.1218980e-01  -9.9212489e-01
  -5.1109012e-01  -9.8528684e-01
  -6.0910486e-01  -9.7417213e-01
  -7.0573046e-01  -9.5722940e-01
  -8.0029938e-01  -9.3274304e-01
  -8.9196791e-01  -8.9892347e-01
  -9.7971474e-01  -8.5403059e-01
  -1.0623533e+00  -7.9652954e-01
  -1.1385614e+00  -7.2527112e-01
  -1.2069290e+00  -6.3968030e-01
  -1.2660245e+00  -5.3992790e-01
  -1.3144761e+00  -4.2705410e-01
  -1.3510620e+00  -3.0301234e-01
  -1.3747992e+00  -1.7060986e-01
  -1.3850212e+00  -3.3336928e-02
  -1.3814343e+00   1.0490157e-01
